id_num,name,year,author,tasks,topics,keywords,types,annotations,size,num_cat,description,url,thumbnail,paper,citations,conferences,institutions,
66,Market-1501,2015,"Zheng, L., Shen, L., Tian, L., Wang, S., Wang, J., & Tian, Q.",detection,pedestrian,,surveillance video;video frames,bounding boxes;identity annotations,1501,,"The Market-1501 dataset is collected in front of a supermarket in Tsinghua University. A total of six cameras are used, including 5 high-resolution cameras, and one low-resolution camera. Overlap exists among different cameras. Overall, this dataset contains 32,668 annotated bounding boxes of 1,501 identities. ",http://www.liangzheng.org/Project/project_reid.html,http://www.liangzheng.org/Project/dataset.jpg,Scalable person re-identification: A benchmark,"Zheng, L., Shen, L., Tian, L., Wang, S., Wang, J., & Tian, Q. (2015). Scalable person re-identification: A benchmark. In Proceedings of the IEEE International Conference on Computer Vision (pp. 1116-1124).",ICCV,Tsinghua University;Microsoft Research;University of Texas at San Antonio,
67,Market-1501_Attribute,2017,"Lin, Y., Zheng, L., Zheng, Z., Wu, Y., & Yang, Y.",recognition,attributes;person,food,images,attribute annotations,1501,,"We annotate 27attributes for Market-1501. The original dataset contains 751 identities for training and 750 identities for testing. The attributes are annotated in the identity level, thus the file contains 27 x 751 attributes for training and 27 x 750 attributesfor test.",https://github.com/vana77/Market-1501_Attribute,https://github.com/vana77/Market-1501_Attribute/raw/master/sample_image.jpg,Improving person re-identification by attribute and identity learning,"Lin, Y., Zheng, L., Zheng, Z., Wu, Y., & Yang, Y. (2017). Improving person re-identification by attribute and identity learning. arXiv preprint arXiv:1703.07220.",,University of Technology Sydney,
68,People In Photo Albums (PIPA),2015,Ning Zhang and Manohar Paluri and Yaniv Taigman and Rob Fergus and Lubomir Bourdev,recognition,person,,images,bounding boxes;identity annotations,60000,,"We explore the task of recognizing peoples' identities in photo albums in an unconstrained setting. To facilitate this, we introduce the new People In Photo Albums (PIPA) dataset, consisting of over 60000 instances of ~2000 individuals collected from public Flickr photo albums. ",https://people.eecs.berkeley.edu/~nzhang/piper.html,https://people.eecs.berkeley.edu/~nzhang/figs/clothes.jpg,Beyond frontal faces: Improving person recognition using multiple cues,"Zhang, N., Paluri, M., Taigman, Y., Fergus, R., & Bourdev, L. (2015). Beyond frontal faces: Improving person recognition using multiple cues. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (pp. 4804-4813).",,UC Berkeley;Facebook AI Research,
69,Person Recognition in Personal Photo Collections,2015,"Seong Joon Oh, Rodrigo Benenson, Mario Fritz, Bernt Schiele",recognition,attributes;person,,images,attribute annotations,60000,,Provides long term attribute annotations for People In Photo Albums (PIPA) dataset,https://www.mpi-inf.mpg.de/departments/computer-vision-and-multimodal-computing/research/people-detection-pose-estimation-and-tracking/person-recognition-in-personal-photo-collections/,https://www.mpi-inf.mpg.de/fileadmin/_processed_/d/e/csm_split_textadded_v2_arxiv_317bd3ca3c.jpg,Person Recognition in Personal Photo Collections,"Oh, S. J., Benenson, R., Fritz, M., & Schiele, B. (2015, December). Person Recognition in Personal Photo Collections. In ICCV (pp. 3862-3870).",ICCV,Max Planck Institute for Informatics,
70,Visual Attributes Dataset,2013,"Carina Silberer, Vittorio Ferrari, Mirella Lapata",recognition;classification,attributes;person,,images,attribute annotations,688000,500,This dataset contains visual attribute annotations for over 500 concrete (animate and inanimate) concepts.,http://homepages.inf.ed.ac.uk/s1151656/resources.html,,Models of semantic representation with visual attributes,"Silberer, C., Ferrari, V., & Lapata, M. (2013). Models of semantic representation with visual attributes. In Proceedings of the 51st Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers) (Vol. 1, pp. 572-582).",,University of Edinburgh,
71,The Visual Privacy (VISPR) Dataset,2017,"Tribhuvanesh Orekondy, Bernt Schiele, Mario Fritz",recognition;classification,attributes;person,privacy,images,attribute annotations,22100,,Dataset of  personal information in images categorized into 68 image attributes.,https://tribhuvanesh.github.io/vpa/,,Towards a visual privacy advisor: Understanding and predicting privacy risks in images,"Orekondy, T., Schiele, B., & Fritz, M. (2017, October). Towards a visual privacy advisor: Understanding and predicting privacy risks in images. In 2017 IEEE International Conference on Computer Vision (ICCV) (pp. 3706-3715). IEEE.",ICCV,Max Planck Institute for Informatics,
72,AMUSE,2013,Michael Felsberg and Lars Nielsen and Rudolf Mester,environment sensing,vehicle,,images;sensor recordings,n/a,,,"The automotive multi-sensor (AMUSE) dataset consists of inertial and other complementary sensor data combined with monocular, omnidirectional, high frame rate visual data taken in real traffic scenes during multiple test drives.",http://www.cvl.isy.liu.se/en/research/datasets/amuse/,,A multi-sensor traffic scene dataset with omnidirectional video,"Koschorrek, P., Piccini, T., Öberg, P., Felsberg, M., Nielsen, L., & Mester, R. (2013, June). A multi-sensor traffic scene dataset with omnidirectional video. In Computer Vision and Pattern Recognition Workshops (CVPRW), 2013 IEEE Conference on(pp. 727-734). IEEE.",CVPR,Linkoping University;University of Frankfurt,
73,Joint Attention in Autonomous Driving (JAAD) ,2016,"Iuliia Kotseruba, Amir Rasouli, John K. Tsotsos",recognition,action;pedestrian;traffic,,video;video frames,textual descriptions;category labels;bounding boxes,88000,,"JAAD is a new dataset for studying joint attention in the context of autonomous driving. In particular, the focus is on pedestrian and driver behaviors at the point of crossing and factors that influence them. To this end, JAAD dataset provides an annotated collection of short video clips representing scenes typical for everyday urban driving in various weather conditions.",http://data.nvision2.eecs.yorku.ca/JAAD_dataset/,http://data.nvision2.eecs.yorku.ca/JAAD_dataset/images/timeline_v2-01.png,Are They Going to Cross? A Benchmark Dataset and Baseline for Pedestrian Crosswalk Behavior,"Rasouli, A., Kotseruba, I., & Tsotsos, J. K. (2017). Are They Going to Cross? A Benchmark Dataset and Baseline for Pedestrian Crosswalk Behavior. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (pp. 206-213).;Kotseruba, I., Rasouli, A., & Tsotsos, J. K. (2016). Joint attention in autonomous driving (JAAD). arXiv preprint arXiv:1609.04741.",ICCV,York University,
74,LISA Vehicle Detection Dataset,2010,Sayanan Sivaraman and Mohan M. Trivedi,recognition;tracking,vehicle,attention,video,bounding boxes,,,"Three color video sequences captured at different times of the day and illumination settings: morning, evening, sunny, cloudy, etc. Different driving environments: highway and urban. Varying traffic conditions: light to dense traffic.",http://cvrr.ucsd.edu/LISA/vehicledetection.html,http://cvrr.ucsd.edu/LISA/alvert.jpg,A general active-learning framework for on-road vehicle recognition and tracking,"Sivaraman, S., & Trivedi, M. M. (2010). A general active-learning framework for on-road vehicle recognition and tracking. IEEE Transactions on Intelligent Transportation Systems, 11(2), 267-276.",,University of California San Diego,
75,Lost and Found Dataset ,2016,"Pinggera, P., Ramos, S., Gehrig, S., Franke, U., Rother, C., & Mester, R.",detection,traffic,,video;video frames,pixel-wise segmentation,,,The Lost And Found Dataset addresses the problem of detecting unexpected small obstacles on the road often caused by lost cargo. The dataset comprises 112 stereo video sequences with 2104 annotated frames (picking roughly every tenth frame from the recorded data).,http://www.6d-vision.com/lostandfounddataset,http://www.6d-vision.com/_/rsrc/1475850957615/lostandfounddataset/label.jpg?height=99&width=200,Lost and found: detecting small road hazards for self-driving vehicles,"Pinggera, P., Ramos, S., Gehrig, S., Franke, U., Rother, C., & Mester, R. (2016, October). Lost and found: detecting small road hazards for self-driving vehicles. In Intelligent Robots and Systems (IROS), 2016 IEEE/RSJ International Conference on(pp. 1099-1106). IEEE.",,Daimler R&D; TU Dresden; Goethe University ,
76,SYNTHIA,2016,German Ros and Laura Sellart and Joanna Materzynska and David Vazquez and Antonio Lopez,segmentation,city;traffic,driving,images;depth frames,pixel-wise segmentation,400000,13,"The  SYNTHetic collection of Imagery and Annotations, is a dataset that has been generated with the purpose of aiding semantic segmentation and related scene understanding problems in the context of driving scenarios. SYNTHIA consists of a collection of photo-realistic frames rendered from a virtual city and comes with precise pixel-level semantic annotations.",http://synthia-dataset.net/,,The synthia dataset: A large collection of synthetic images for semantic segmentation of urban scenes,"Ros, G., Sellart, L., Materzynska, J., Vazquez, D., & Lopez, A. M. (2016). The synthia dataset: A large collection of synthetic images for semantic segmentation of urban scenes. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition (pp. 3234-3243).",CVPR,Edifici O;Universitat Autonoma de Barcelona;University of Vienna,
77,BRATS,2017,,segmentation,medical,tumor,images,pixel-wise segmentation,243,,"Dataset includes ample multi-institutional routine clinically-acquired pre-operative multimodal MRI scans of glioblastoma (GBM/HGG) and lower grade glioma (LGG), with pathologically confirmed diagnosis and available OS for training, validation and testing.",http://braintumorsegmentation.org/,http://www.med.upenn.edu/sbia/assets/user-content/BRATS_tasks.png,The multimodal brain tumor image segmentation benchmark (BRATS),"Menze, B. H., Jakab, A., Bauer, S., Kalpathy-Cramer, J., Farahani, K., Kirby, J., ... & Lanczi, L. (2015). The multimodal brain tumor image segmentation benchmark (BRATS). IEEE transactions on medical imaging, 34(10), 1993-2024.;Bakas, S., Akbari, H., Sotiras, A., Bilello, M., Rozycki, M., Kirby, J. S., ... & Davatzikos, C. (2017). Advancing The Cancer Genome Atlas glioma MRI collections with expert segmentation labels and radiomic features. Scientific data, 4, 170117.",,"Perelman School of Medicine, University of Pennsylvania",
78,Cholec80,2017,"A.P. Twinanda, S. Shehata, D. Mutter, J. Marescaux, M. de Mathelin, N. Padoy",recognition,medical,surgery,video,temporal category labels,80,,The Cholec80 dataset contains 80 videos of cholecystectomy surgeries performed by 13 surgeons. The videos are captured at 25 fps. The dataset is labeled with the phase (at 25 fps) and tool presence annotations (at 1 fps).,http://camma.u-strasbg.fr/datasets,,Endonet: A deep architecture for recognition tasks on laparoscopic videos,"Twinanda, A. P., Shehata, S., Mutter, D., Marescaux, J., de Mathelin, M., & Padoy, N. (2017). Endonet: A deep architecture for recognition tasks on laparoscopic videos. IEEE transactions on medical imaging, 36(1), 86-97.",,,
79,CRCHistoPhenotypes - Labeled Cell Nuclei Data ,2016,"Korsuk Sirinukunwattana, Shan E Ahmed Raza, Yee-Wah Tsang, David R. J. Snead, Ian A. Cree & Nasir M. Rajpoot",detection,medical,cells,images,bounding boxes;category labels,"29,756 ",4,"This dataset involves 100 H&E stained histology images of colorectal adenocarcinomas. A total of 29,756 nuclei were marked at/around the center for detection purposes. Out of these, there were 22,444 nuclei that also have an associated class label, i.e. epithelial, inflammatory, fibroblast, and miscellaneous. ",https://warwick.ac.uk/fac/sci/dcs/research/tia/data/crchistolabelednucleihe/,,,,,University of Warwick; University Hospitals Coventry and Warwickshire;Qatar University,
80,Cell Tracking Challenge Datasets ,2015,,segmentation;tracking,medical,cells,video;3D video,pixel-wise segmentation,,,"In this challenge we objectively compare and evaluate state-of-the-art whole-cell and nucleus tracking methods using both real (2D and 3D) time-lapse microscopy videos of labeled cells and nuclei, along with computer generated video sequences simulating nuclei moving in realistic environments",http://www.celltrackingchallenge.net/,http://www.celltrackingchallenge.net/Media/combined_01.gif,An objective comparison of cell-tracking algorithms,"Ulman, V., Maška, M., Magnusson, K. E., Ronneberger, O., Haubold, C., Harder, N., ... & Smal, I. (2017). An objective comparison of cell-tracking algorithms. Nature methods, 14(12), 1141.",,,
81,FIRE Fundus Image Registration Dataset ,2017,"C. Hernandez-Matas, X. Zabulis, A. Triantafyllou, P. Anyfanti, S. Douma",imaging/image processing,medical,retina;image registration,images,localization line/shape coordinates;masks,129,,"The dataset consists of 129 retinal images forming 134 image pairs. These image pairs are split into 3 different categories depending on their characteristics. The images were acquired with a Nidek AFC-210 fundus camera, which acquires images with a resolution of 2912x2912 pixels and a FOV of 45° both in the x and y dimensions. Images were acquired at the Papageorgiou Hospital, Aristotle University of Thessaloniki, Thessaloniki from 39 patients.",http://www.ics.forth.gr/cvrl/fire/,http://www.ics.forth.gr/cvrl/fire/img/A5_2_kp.jpg, FIRE: fundus image registration dataset,"Hernandez-Matas, C., Zabulis, X., Triantafyllou, A., Anyfanti, P., Douma, S., & Argyros, A. A. (2017). FIRE: fundus image registration dataset. Journal for Modeling in Ophthalmology, 1(4), 16-28.",,Hellas (FORTH);University of Crete;Papageorgiou Hospital,
82,KID,2017,,diagnosis,medical,,images;video,textual descriptions;pixel-wise segmentation,2500,, A capsule endoscopy database for medical decision support.,http://is-innovation.eu/kid/login.php,,KID Project: an internet-based digital video atlas of capsule endoscopy for research purposes,"Koulaouzidis, A., Iakovidis, D. K., Yung, D. E., Rondonotti, E., Kopylov, U., Plevris, J. N., ... & Mavrogenis, G. (2017). KID Project: an internet-based digital video atlas of capsule endoscopy for research purposes. Endoscopy international open, 5(6), E477.",,,
83,LITS Liver Tumor Segmentation,2017,,diagnosis,medical,tumor,images,pixel-wise segmentation ,200,,200 CT scans of liver and tumors with segmentation annotations.,https://competitions.codalab.org/competitions/17094#learn_the_details,https://codalabcmpprod.blob.core.windows.net/pub/logos/logo_807.jpg,,,,,
84,MIT CBCL Automated Mouse Behavior Recognition datasets,2010,"H. Jhuang, E. Garrote, X. Yu, V. Khilnani, T. Poggio, A. Steele and T. Serre",recognition;classification,action;behavior ,rodent,images;video,category labels,4200,,Over ten hours of continuous labeled mice behavior. The clipped database includes 4200 short clips of the most unambiguous examples of each behavior.,http://cbcl.mit.edu/software-datasets/mouse/,,Automated Home-Cage Behavioral Phenotyping of Mice,"H. Jhuang, E. Garrote, X. Yu, V. Khilnani, T. Poggio, A. Steele and T. Serre. Automated Home-Cage Behavioral Phenotyping of Mice. Nature communications, Sep., 2010 ",,MIT,
85,Fine-grained Recognition Datasets for Biodiversity Analysis,2015,"Erik Rodner, Marcel Simon, Gunnar Brehm, Stephanie Pietsch, J. Wolfgang Wägele, Joachim Denzler",classification,biological,insect,images,category labels,675,,Two datasets featuring moths and butterflies with artificially spread wings for biodiversity analysis.,http://www.inf-cv.uni-jena.de/fgvcbiodiv,http://www.inf-cv.uni-jena.de/dbvmedia/de/Bilder/FormerMembers/Erik/dataset_costarica_small.png,Fine-grained recognition datasets for biodiversity analysis,"Rodner, E., Simon, M., Brehm, G., Pietsch, S., Wägele, J. W., & Denzler, J. (2015). Fine-grained recognition datasets for biodiversity analysis. arXiv preprint arXiv:1507.00913.",CVPR,Jena University,
86,Mouse Embryo Tracking Database ,2014,Marcelo Cicconet and Kris Gunsalus,tracking,biological,rodent;cells,video frames,category labels;localization line/shape coordinates,100,8,A cell-tracking database containing 100 annotated examples of mouse embryos up to the 8-cell stage.,http://celltracking.bio.nyu.edu/,http://celltracking.bio.nyu.edu/Frame4.png,Label free cell-tracking and division detection based on 2D time-lapse images for lineage analysis of early embryo development,"Cicconet, M., Gutwein, M., Gunsalus, K. C., & Geiger, D. (2014). Label free cell-tracking and division detection based on 2D time-lapse images for lineage analysis of early embryo development. Computers in biology and medicine, 51, 24-34.",,,
87,SCORHE ,2014,,classification;recognition,biological;behavior,rodent,video,temporal category labels,,9,SCORHE (System for Continuous Observation of Rodents in Home-cage Environment) is comprised of custom video-acquisition and analysis tools developed to quantify mice activity and behavior for short and long (multi-day) durations while housed within a typical home-cage. ,https://spis.cit.nih.gov/node/30,https://spis.cit.nih.gov/sites/default/files/styles/very_large/public/SCORHE_Simulation.png?itok=My4Who5D,SCORHE: A novel and practical approach to video monitoring of laboratory mice housed in vivarium cage racks,"Salem, G. H., Dennis, J. U., Krynitsky, J., Garmendia-Cedillos, M., Swaroop, K., Malley, J. D., ... & Gottesman, M. M. (2015). SCORHE: A novel and practical approach to video monitoring of laboratory mice housed in vivarium cage racks. Behavior research methods, 47(1), 235-250.",,,
88,GoPro-Gyro Dataset ,2015,Hannes Ovrén and Per-Erik Forssén,camera analysis,video,gyroscope,video,gyroscope measurements,,,This dataset consists of a number of wide-angle rolling shutter video sequences with corresponding gyroscope measurements.,http://www.cvl.isy.liu.se/en/research/datasets/gopro-gyro-dataset/,http://www.cvl.isy.liu.se/en/research/datasets/gopro-gyro-dataset/webpage_sequences.png, Gyroscope-based video stabilisation with auto-calibration. In Robotics and Automation ,"Ovrén, H., & Forssén, P. E. (2015, May). Gyroscope-based video stabilisation with auto-calibration. In Robotics and Automation (ICRA), 2015 IEEE International Conference on(pp. 2090-2097). IEEE.",,Linkoping University,
89,300 Videos in the Wild (300-VW),2015,"Grigorios G. Chrysos, Epameinondas Antonakos, Stefanos Zafeiriou, Patrick Snape",detection;localization,faces,,video frames,landmark annotations,33000,,"In order to develop a comprehensive benchmark for evaluating facial landmark tracking algorithms in the wild, we have collected a large number of long facial videos recorded in the wild. Each video has duration of ~1 minute (at 25-30 fps).",https://ibug.doc.ic.ac.uk/resources/300-VW/,https://ibug.doc.ic.ac.uk/media/uploads/images/scenario_1_003_000055.png, Offline deformable face tracking in arbitrary videos,"G. S. Chrysos, E. Antonakos, S. Zafeiriou and P. Snape. Offline deformable face tracking in arbitrary videos. In IEEE International Conference on Computer Vision Workshops (ICCVW), 2015. IEEE, 2015;J.Shen, S.Zafeiriou, G. S. Chrysos, J.Kossaifi, G.Tzimiropoulos, and M. Pantic. The first facial landmark tracking in-the-wild challenge: Benchmark and results. In IEEE International Conference on Computer Vision Workshops (ICCVW), 2015. IEEE, 2015;G. Tzimiropoulos. Project-out cascaded regression with an application to face alignment. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pages 3659–3667, 2015",ICCV,Imperial College London,
90,3D Mask Attack Database (3DMAD),2013,Nesli Erdogmus and Sébastien Marcel,recognition;authentication/matching,faces,spoofing,video frames;depth images;images,localization line/shape coordinates,76500,,"The 3D Mask Attack Database (3DMAD) is a biometric (face) spoofing database. It currently contains 76500 frames of 17 persons, recorded using Kinect for both real-access and spoofing attacks. ",https://www.idiap.ch/dataset/3dmad,https://www.idiap.ch/dataset/3dmad/fig_masks.png,Spoofing in 2D face recognition with 3D masks and anti-spoofing with Kinect,"Erdogmus, N., & Marcel, S. (2013, September). Spoofing in 2D face recognition with 3D masks and anti-spoofing with Kinect. In Biometrics: Theory, Applications and Systems (BTAS), 2013 IEEE Sixth International Conference on (pp. 1-6). IEEE.",,Idiap Research Institute,
91,MOBIO,2012,"Chris McCool, Sébastien Marcel, Abdenour Hadid, Matti Pietikäinen, Pavel Mat?jka, Jan ?ernocký, Norman Poh, Josef Kittler, Anthony Larcher, Christophe Lévy, Driss Matrouf, Jean-François Bonastre, Phil Tresadern, and Timothy Cootes",recognition,faces,,video;audio,textual descriptions,152,,Database of mobile phone video and audio for face and speaker recognition.,https://www.idiap.ch/dataset/mobio,https://www.idiap.ch/dataset/mobio/video1.jpg,Bi-Modal Person Recognition on a Mobile Phone: using mobile phone data,"Chris McCool, Sébastien Marcel, Abdenour Hadid, Matti Pietikäinen, Pavel Mat?jka, Jan ?ernocký, Norman Poh, Josef Kittler, Anthony Larcher, Christophe Lévy, Driss Matrouf, Jean-François Bonastre, Phil Tresadern, and Timothy Cootes, “Bi-Modal Person Recognition on a Mobile Phone: using mobile phone data”, in IEEE ICME Workshop on Hot Topics in Mobile Mutlimedia, 2012.",ICME,Idiap Research Institute;University of Oulu;Brno University of Technology;University of Surrey;University of Avignon;University of Manchester,
92,RatSI: Rat Social Interaction Dataset,2017,M. Lorbach; E. I. Kyriakou; R. Poppe; E. A. van Dam; L. P. J. J. Noldus & R. C. Veltkamp ,tracking;classification,vehicle,rodent,video;video frames,localization line/shape coordinates;category labels,9,10,The Rat Social Interaction (RatSI) dataset comprises 9 fully annotated videos of two rats interacting socially in a 90x90cm Noldus PhenoTyper™ 9000 cage without bedding and accessories. The recordings are made from top-view perspective and are about 15 minutes long. We provide both tracking data and frame-by-frame annotations that were scored by an expert in rat behavior.,http://www.noldus.com/projects/phenorat/datasets/ratsi,https://youtu.be/rHmR-Oq5d54,Learning to Recognize Rat Social Behavior: Novel Dataset and Cross-Dataset Application,M. Lorbach;E. I. Kyriakou;R. Poppe;E. A. van Dam;L. P. J. J. Noldus & R. C. Veltkamp (2017). Learning to Recognize Rat Social Behavior: Novel Dataset and Cross-Dataset Application. Journal of Neuroscience Methods.,,Utrecht University;Radboud University Medical Centre;Noldus Information Technology BV,
93,Retinal fundus images - Ground truth of vascular bifurcations and crossovers ,2011,G. Azzopardi and N. Petkov,diagnosis,medical,retina;vasculature,images,category labels;pixel-wise segmentation,40,,We provide the ground truth of the vascular features (bifurcations and crossovers) of 40 segmented retinal fundus images of the DRIVE (Digital Retinal Images for Vessel Extraction) data set,http://www.cs.rug.nl/~imaging/databases/retina_database/retinalfeatures_database.html,http://www.cs.rug.nl/~imaging/databases/retina_database/thmb/01_manual1_gt.png,,"Azzopardi, G., & Petkov, N. (2011). Detection of retinal vascular bifurcations by trainable V4-like filters. In Computer Analysis of Images and Patterns (pp. 451-459). Springer, Berlin, Heidelberg.",CAIP,University of Groningen,
94,VascuSynth,2013,Ghassan Hamarneh and Preet Jassi,diagnosis,medical,vasculature,3D images,pixel-wise segmentation,120,,"Simulated volumetric images of vascular trees and generate the corresponding ground truth segmentations, bifurcation locations, branch properties, and tree hierarchy",http://vascusynth.cs.sfu.ca/Welcome.html,http://vascusynth.cs.sfu.ca/Data_files/shapeimage_4.png,VascuSynth: simulating vascular trees for generating volumetric image data with ground-truth segmentation and tree analysis,"Hamarneh, G., & Jassi, P. (2010). VascuSynth: simulating vascular trees for generating volumetric image data with ground-truth segmentation and tree analysis. Computerized medical imaging and graphics, 34(8), 605-616.;Jassi, P., & Hamarneh, G. (2011). Vascusynth: Vascular tree synthesis software. Insight Journal.",,Simon Fraser University,
95,Catadioptric camera video dataset for vehicle classification,2012,"Karaimer, H.C. and Bastanlar, Y.",detection;classification,vehicle,,video;video frames,masks;pixel-wise segmentation;category labels,277,3,"For each video the following data is included in the zip files: i) the video itself (avi format), ii) the foreground mask of each frame obtained with background subtraction, iii) the foreground mask of each frame containing the vehicle, iv) annotated area covered by the vehicle (to be used as groundtruth) while vehicle is at the closest point to the camera.",http://cvrg.iyte.edu.tr/datasets.htm,, Detection and classification of vehicles from omnidirectional videos using temporal average of silhouettes,"Karaimer, H. C., & Bastanlar, Y. (2015). Detection and classification of vehicles from omnidirectional videos using temporal average of silhouettes.",,izmir Institute of Technology,
96,Omnidirectional and panoramic image dataset for human and car detection,2014,"Ibrahim Cinaroglu, Yalin Bastanlar",detection,vehicle;person,,images,bounding boxes,290,,Omnidirectional images to detect humans and cars.,http://cvrg.iyte.edu.tr/datasets.htm,,A Direct Approach for Human Detection with Catadioptric Omnidirectional Cameras,"Cinaroglu, I. and Bastanlar, Y. (2014), A Direct Approach for Human Detection with Catadioptric Omnidirectional Cameras, IEEE Conference on Signal Processing and Communications Applications (SIU) 2014.",,izmir Institute of Technology,
97,Panoramic image dataset for car detection,2014,"Karaimer, H.C. and Bastanlar, Y.",detection,vehicle,,images,bounding boxes,125,,"Dataset contains 25 para-catadioptric images, ii) 50 cylindrical panoramic images obtained from the catadioptric images (25 original and 25 mirrored), annotations for cars in those images, iii) 50 spherical panoramic images obtained from the catadioptric images, annotations for cars in those images",http://cvrg.iyte.edu.tr/datasets.htm,,Car Detection with Omnidirectional Cameras Using Haar-like Features and Cascaded Boosting," Karaimer, H.C. and Bastanlar, Y. (2014), Car Detection with Omnidirectional Cameras Using Haar-like Features and Cascaded Boosting (in Turkish), IEEE Conference on Signal Processing and Communications Applications (SIU) 2014.",,izmir Institute of Technology,
100,BioID face database,2018,,detection,faces;eyes,,images;grayscale images,localization line/shape coordinates;landmark annotations,1521,,"The dataset consists of 1521 gray level images with a resolution of 384×286 pixel. Each one shows the frontal view of a face of one out of 23 different test persons. For comparison reasons the set also contains manually set eye postions. The images are labeled “BioID_xxxx.pgm” where the characters xxxx are replaced by the index of the current image (with leading zeros). Similar to this, the files “BioID_xxxx.eye” contain the eye positions for the corresponding images.",https://www.bioid.com/facedb/,https://www.bioid.com/wp-content/uploads/face-database-bioid.jpg,,,,BioID,
101,Biwi 3D Audiovisual Corpus of Affective Communication ,2010,"G. Fanelli, J. Gall, H. Romsdorfer, T. Weise and L. Van Gool",recognition;tracking;classification,faces;speech/language;affect/expression,,video;3D mesh;audio,temporal localization line/shape coordinates;audio segmentation;affect annotations,1109,15,The corpus comprises a total of 1109 sentences uttered by 14 native English speakers (6 males and 8 females). A real time 3D scanner and a professional microphone were used to capture the facial movements and the speech of the speakers.,http://www.vision.ee.ethz.ch/datasets/b3dac2.en.html,http://www.vision.ee.ethz.ch/datasets/B3DAC2/setup.jpg,A 3D Audio-Visual Corpus of Affective Communication ,"Fanelli, G., Gall, J., Romsdorfer, H., Weise, T., & Van Gool, L. (2010). A 3-d audio-visual corpus of affective communication. IEEE Transactions on Multimedia, 12(6), 591-598.;Fanelli, G., Gall, J., Romsdorfer, H., Weise, T., & Van Gool, L. (2010, May). 3D vision technology for capturing multimodal corpora: chances and challenges. In Proceedings of the LREC Workshop on Multimodal Corpora (pp. 70-73).",LREC ,ETH Zürich,
102,"Bosphorus 3D/2D Database of FACS annotated facial expressions, of head poses and of face occlusions",2009,,identification;recognition;detection;modeling;reconstruction;classification,faces;affect/expression,,images;3D images,category labels,4666,35,"The Bosphorus Database is intended for research on 3D and 2D human face processing tasks including expression recognition, facial action unit detection, facial action unit intensity estimation, face recognition under adverse conditions, deformable face modeling, and 3D face reconstruction. There are 105 subjects and 4666 faces in the database. ",http://bosphorus.ee.boun.edu.tr/default.aspx,http://bosphorus.ee.boun.edu.tr/Portals/0/Images/imtab_mixed1_files_small.jpg,3D Face Recognition Performance Under Adversorial Conditions,"A. Savran, O. Çeliktutan, A. Akyol, J. Trojanova, H. Dibeklio?lu, S. Esenlik, N. Bozkurt, C. Demirk?r, E. Akagündüz, K. Çal??kan, N.Alyüz, B.Sankur, ?. Ulusoy, L. Akarun, T. M. Sezgin, ""3D Face Recognition Performance Under Adversorial Conditions"", in Proc. eNTERFACE’07 Workshop on Multimodal Interfaces, Istanbul, Turkey, July 2007.",,Bogazici University,
103,Caricature/Photomates dataset ,2015,"Bahri Abaci, Tayfun Akgul",recognition,faces,cartoon,images,identity annotations,200,,A publicly available caricature-photograph database with 200 caricatures and corresponding photomates,http://www.gag.itu.edu.tr/CPdatabase/,http://www.gag.itu.edu.tr/CPdatabase/index_files/image002.png,Matching caricatures to photographs,"Abaci, B., & Akgul, T. (2015). Matching caricatures to photographs. Signal, Image and Video Processing, 9(1), 295-303.",,Istanbul Technical University,
104,CASIA-IrisV3,2010,"Tieniu Tan, Zhenan Sun",recognition,eyes,iris,images,n/a,22035,," CASIA-IrisV3 includes three subsets which are labeled as CASIA-IrisV3-Interval, CASIA-IrisV3-Lamp, CASIA-IrisV3-Twins. CASIA-IrisV3 contains a total of 22,035 iris images from more than 700 subjects. All iris images are 8 bit gray-level JPEG files, collected under near infrared illumination. ",http://www.cbsr.ia.ac.cn/IrisDatabase.htm,http://www.cbsr.ia.ac.cn/IrisDatabase/IrisDatabase_clip_image005.gif,,,,Institute of Automation chinese Academy of Sciences,
105,CASIR Gaze Estimation Database ,2015,João Filipe Ferreira and Pablo Lanillos,gaze estimation;pose estimation,gaze,,images;depth images,gaze fixation annotations;landmark annotations,,,RGB and depth images (from Kinect V1.0) and ground truth values of facial features corresponding to experiments for gaze estimation benchmarking,http://mrl.isr.uc.pt/experimentaldata/public/gaze-casir/#changelog,,,,,,
